<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
VNM,20210128,103.3000,103.3000,96.1000,96.1000,4565600
VNM,20210127,106.7000,106.8000,102.5000,103.3000,3153800
VNM,20210126,108.2000,108.5000,105.0000,106.7000,2596900
VNM,20210125,108.7000,109.7000,108.0000,108.2000,2554800
VNM,20210122,110.3000,110.8000,108.7000,108.7000,2429000
VNM,20210121,109.0000,110.7000,108.8000,110.3000,2531200
VNM,20210120,107.7000,109.5000,106.0000,109.0000,3363700
VNM,20210119,113.3000,113.3000,107.0000,107.7000,3668300
VNM,20210118,113.9000,115.1000,113.3000,113.3000,2624000
VNM,20210115,113.1000,115.3000,113.1000,113.9000,2125700
VNM,20210114,114.5000,114.5000,112.6000,113.1000,3680400
VNM,20210113,116.3000,117.2000,114.2000,114.5000,2521600
VNM,20210112,115.9000,116.7000,115.4000,116.3000,2344900
VNM,20210111,112.0000,116.0000,112.5000,115.9000,4603900
VNM,20210108,110.4000,112.9000,110.9000,112.0000,3323000
VNM,20210107,109.8000,110.8000,109.8000,110.4000,2453000
VNM,20210106,110.8000,111.3000,109.8000,109.8000,2823100
VNM,20210105,108.3000,112.0000,108.4000,110.8000,4013900
VNM,20210104,107.8050,108.7958,108.0031,108.3004,2299600
VNM,20201231,107.8050,108.8949,107.8050,107.8050,993810
VNM,20201230,108.2013,109.1922,107.6068,107.8050,1856600
VNM,20201229,107.7059,108.3995,107.6068,108.2013,1299700
VNM,20201228,108.0031,108.6967,107.3095,107.7059,2305300
VNM,20201225,107.7059,108.1022,107.1114,108.0031,1755510
VNM,20201224,109.1922,109.4894,107.0123,107.7059,2511360
VNM,20201223,108.8949,110.3812,108.8949,109.1922,2432590
VNM,20201222,109.9848,109.9848,108.7958,108.8949,2266760
VNM,20201221,109.3903,110.3812,109.1922,109.9848,2341080
VNM,20201218,109.3903,109.9848,108.9940,109.3903,3342900
VNM,20201217,110.5794,110.5794,109.2912,109.3903,2951870
VNM,20201216,110.1830,111.2730,109.6876,110.5794,2106480
VNM,20201215,112.3629,112.3629,109.7867,110.1830,4572910
VNM,20201214,111.5702,112.3629,111.3720,112.3629,2535300
VNM,20201211,110.9757,111.7684,110.7775,111.5702,2297940
VNM,20201210,108.6967,112.8583,109.2912,110.9757,6077770
VNM,20201209,108.2013,109.0931,108.3004,108.6967,1701940
VNM,20201208,108.9940,109.2912,108.0031,108.2013,1468350
VNM,20201207,108.0031,109.8858,107.8050,108.9940,1970400
VNM,20201204,108.4986,108.6967,107.8050,108.0031,1571130
VNM,20201203,108.0031,108.8949,107.8050,108.4986,1108730
VNM,20201202,108.6967,108.7958,107.7059,108.0031,1332460
VNM,20201201,107.2104,108.7958,106.2196,108.6967,2493230
VNM,20201130,108.7958,108.9940,107.0123,107.2104,2687040
VNM,20201127,108.8949,108.8949,107.7059,108.7958,2823860
VNM,20201126,109.4894,109.8858,108.3004,108.8949,1490270
VNM,20201125,108.5976,109.9848,108.1022,109.4894,2190900
VNM,20201124,109.5885,109.8858,108.0031,108.5976,1937130
VNM,20201123,109.8858,110.2821,108.7958,109.5885,2104330
VNM,20201120,108.6967,110.4803,108.1022,109.8858,2801420
VNM,20201119,108.3995,108.6967,108.0031,108.6967,3140680
VNM,20201118,106.6159,108.4986,106.8141,108.3995,3396750
VNM,20201117,106.1205,106.7150,106.0214,106.6159,1648330
VNM,20201116,106.4178,107.7059,106.0214,106.1205,2571160
VNM,20201113,106.0214,106.4178,106.0214,106.4178,1089500
VNM,20201112,106.5168,106.5168,105.7242,106.0214,1074590
VNM,20201111,106.5168,106.9132,105.0306,106.5168,2429710
VNM,20201110,107.8050,108.2013,106.5168,106.5168,2297200
VNM,20201109,107.8050,108.3995,107.5077,107.8050,1066640
VNM,20201106,107.8050,108.3995,107.0123,107.8050,1011020
VNM,20201105,107.0123,108.3995,107.0123,107.8050,1891270
VNM,20201104,106.7150,108.3995,106.4178,107.0123,1342780
VNM,20201103,106.6159,107.0123,106.0214,106.7150,870230
VNM,20201102,107.0123,107.0123,106.0214,106.6159,867340
VNM,20201030,105.9223,107.0123,104.3370,107.0123,2683620
VNM,20201029,106.4178,106.4178,104.6342,105.9223,1723240
VNM,20201028,108.5976,108.5976,105.5260,106.4178,2609180
VNM,20201027,109.4894,109.9848,108.1022,108.5976,1721090
VNM,20201026,108.9940,111.4711,108.9940,109.4894,2313520
VNM,20201023,105.7242,108.9940,106.1205,108.9940,2946790
VNM,20201022,105.4269,105.8233,104.1388,105.7242,2422540
VNM,20201021,105.2287,105.9223,105.0306,105.4269,805550
VNM,20201020,106.7150,106.7150,105.0306,105.2287,2150990
VNM,20201019,106.4178,107.3095,106.4178,106.7150,1617740
VNM,20201016,106.5168,107.0123,105.9223,106.4178,1637740
VNM,20201015,106.4178,106.9132,106.0214,106.5168,1854560
VNM,20201014,106.1205,106.7150,105.8233,106.4178,1299160
VNM,20201013,106.0214,107.0123,105.9223,106.1205,858550
VNM,20201012,105.7242,106.8141,105.6251,106.0214,1209250
VNM,20201009,105.9223,106.1205,105.6251,105.7242,980970
VNM,20201008,107.0123,107.0123,105.8233,105.9223,1325810
VNM,20201007,106.0214,107.0123,105.5260,107.0123,2153700
VNM,20201006,106.3187,107.0123,105.5260,106.0214,2044710
VNM,20201005,107.0123,108.0031,106.0214,106.3187,1427600
VNM,20201002,108.3004,109.0931,105.7242,107.0123,2864220
VNM,20201001,107.9040,108.3995,106.9132,108.3004,1702500
VNM,20200930,108.2013,110.3812,107.5077,107.9040,1432380
VNM,20200929,104.2874,111.5702,107.0123,108.2013,5191680
VNM,20200928,103.7992,104.5307,103.4741,104.2869,2169790
VNM,20200925,103.4741,104.0430,103.6366,103.7992,1011140
VNM,20200924,105.0185,105.0185,103.4741,103.4741,1506610
VNM,20200923,105.3436,105.8313,104.9372,105.0185,1042800
VNM,20200922,105.7500,105.8313,104.4495,105.3436,1244610
VNM,20200921,102.7425,105.8313,102.7425,105.7500,2614310
VNM,20200918,101.1981,102.7425,100.9543,102.7425,1224030
VNM,20200917,100.9543,102.2548,100.7917,101.1981,1376570
VNM,20200916,101.4420,101.6045,100.7104,100.9543,724510
VNM,20200915,100.9543,101.5233,100.7917,101.4420,882030
VNM,20200914,100.6291,101.6045,100.7917,100.9543,1194170
VNM,20200911,101.3607,101.3607,100.3853,100.6291,956670
VNM,20200910,100.6291,101.9297,101.1168,101.3607,848330
VNM,20200909,100.9543,100.9543,98.7596,100.6291,1621920
VNM,20200908,102.4174,103.5553,100.7104,100.9543,1809570
VNM,20200907,101.6045,104.3682,101.5233,102.4174,2178380
VNM,20200904,101.3607,101.6045,100.0601,101.6045,1711980
VNM,20200903,100.1414,101.4420,100.3853,101.3607,2016680
VNM,20200901,98.3532,100.1414,97.7029,100.1414,1448060
VNM,20200831,96.9714,98.3532,97.1339,98.3532,1634090
VNM,20200828,95.2644,97.5404,95.2644,96.9714,1341270
VNM,20200827,95.1831,95.8334,95.1018,95.2644,799570
VNM,20200826,95.3457,96.0773,95.0206,95.1831,1922780
VNM,20200825,94.6954,95.8334,94.9393,95.3457,1693030
VNM,20200824,93.9639,95.5896,94.2890,94.6954,1526860
VNM,20200821,93.6387,94.2890,93.5575,93.9639,884990
VNM,20200820,93.7200,94.1264,93.1510,93.6387,1254280
VNM,20200819,93.9639,94.2890,93.3949,93.7200,981840
VNM,20200818,95.1018,95.4270,93.9639,93.9639,604570
VNM,20200817,94.8580,95.8334,93.7200,95.1018,906890
VNM,20200814,94.6141,95.9147,94.4516,94.8580,1623690
VNM,20200813,93.9639,94.7767,94.2077,94.6141,1238980
VNM,20200812,93.0698,94.2077,93.0698,93.9639,1451960
VNM,20200811,93.0698,93.4762,92.6633,93.0698,852250
VNM,20200810,93.8826,94.6954,93.0698,93.0698,1412680
VNM,20200807,93.3136,94.2890,93.3136,93.8826,1148200
VNM,20200806,91.1190,94.2890,91.1190,93.3136,1360570
VNM,20200805,90.4687,92.3382,89.4120,91.1190,888080
VNM,20200804,88.7617,90.4687,89.3307,90.4687,765170
VNM,20200803,86.9735,89.4120,87.5425,88.7617,860190
VNM,20200731,88.5992,88.7617,86.5671,86.9735,839830
VNM,20200730,86.1606,89.0056,86.8109,88.5992,1028620
VNM,20200729,89.3307,89.3307,85.7542,86.1606,1497450
VNM,20200728,84.0473,89.3307,84.5350,89.3307,1390810
VNM,20200727,90.3061,90.3061,84.0473,84.0473,2553780
VNM,20200724,92.8259,92.8259,88.5992,90.3061,2313270
VNM,20200723,92.7446,93.1510,92.2569,92.8259,766500
VNM,20200722,94.2890,94.2890,92.7446,92.7446,1051320
VNM,20200721,94.0452,94.5329,93.1510,94.2890,1618780
VNM,20200720,94.9393,94.9393,93.8826,94.0452,474700
VNM,20200717,95.5083,95.5083,94.6954,94.9393,583510
VNM,20200716,94.2890,95.5083,94.4516,95.5083,1112460
VNM,20200715,93.6387,95.1018,94.2890,94.2890,1015000
VNM,20200714,93.3136,93.6387,92.5821,93.6387,731170
VNM,20200713,93.7200,94.1264,92.9072,93.3136,943850
VNM,20200710,94.2077,94.6141,93.7200,93.7200,677180
VNM,20200709,93.8826,94.8580,93.8826,94.2077,1560410
VNM,20200708,94.2890,94.2890,93.8826,93.8826,551310
VNM,20200707,94.6954,95.1831,94.2890,94.2890,1024960
VNM,20200706,92.7446,94.7767,92.9072,94.6954,1319980
VNM,20200703,91.8505,92.8259,91.6879,92.7446,729290
VNM,20200702,93.2323,93.3949,91.8505,91.8505,720480
VNM,20200701,91.6067,93.4762,91.0377,93.2323,450020
VNM,20200630,90.9564,92.2569,90.9564,91.6067,797960
VNM,20200629,92.9885,92.9885,89.4933,90.9564,1519040
VNM,20200626,93.3897,93.9513,92.5874,92.9886,495750
VNM,20200625,93.9513,93.9513,92.5072,93.3897,572770
VNM,20200624,93.0688,94.9943,93.3897,93.9513,750960
VNM,20200623,92.5874,93.3897,92.7479,93.0688,1063470
VNM,20200622,92.2665,92.9886,92.1060,92.5874,867620
VNM,20200619,92.4269,93.4699,92.2665,92.2665,1251600
VNM,20200618,92.7479,93.5502,91.5444,92.4269,523160
VNM,20200617,93.8711,94.0316,92.5874,92.7479,513570
VNM,20200616,89.8595,94.2723,91.4641,93.8711,844740
VNM,20200615,94.6734,97.0001,89.8595,89.8595,2058870
VNM,20200612,98.1234,98.1234,91.9455,94.6734,2394330
VNM,20200611,98.6850,100.2896,97.0804,98.1234,1098260
VNM,20200610,100.2896,101.0920,98.5245,98.6850,1242180
VNM,20200609,98.5245,101.0920,98.7652,100.2896,1704320
VNM,20200608,95.6362,99.0059,95.5560,98.5245,1419750
VNM,20200605,94.5130,95.6362,93.6304,95.6362,1076470
VNM,20200604,93.5502,94.5932,93.8711,94.5130,735420
VNM,20200603,93.0688,94.7536,92.7479,93.5502,1322080
VNM,20200602,93.1490,93.8711,92.8281,93.0688,891910
VNM,20200601,92.2665,93.8711,92.3467,93.1490,1047020
VNM,20200529,92.1060,92.4269,91.0630,92.2665,1203680
VNM,20200528,92.2665,93.0688,92.1060,92.1060,1004500
VNM,20200527,94.3525,94.5130,92.2665,92.2665,1108350
VNM,20200526,94.3525,94.6734,92.4269,94.3525,983170
VNM,20200525,91.7851,94.3525,91.5444,94.3525,1581860
VNM,20200522,92.2665,92.2665,91.0630,91.7851,1083060
VNM,20200521,91.4641,92.2665,91.0630,92.2665,1582090
VNM,20200520,90.3409,91.7851,90.2607,91.4641,1199680
VNM,20200519,89.1374,91.7851,90.1002,90.3409,1432400
VNM,20200518,88.8967,89.6991,87.4526,89.1374,898370
VNM,20200515,90.6618,91.0630,87.7735,88.8967,2320230
VNM,20200514,91.2235,91.3839,90.2607,90.6618,1397750
VNM,20200513,91.3839,92.2665,88.2549,91.2235,2507730
VNM,20200512,87.0514,91.7851,86.1689,91.3839,2944650
VNM,20200511,84.2433,87.0514,84.0026,87.0514,1792200
VNM,20200508,82.9596,86.3293,83.4410,84.2433,3184170
VNM,20200507,81.4352,83.2805,81.4352,82.9596,1583260
VNM,20200506,80.6329,81.4352,79.9910,81.4352,1105020
VNM,20200505,78.3061,80.9538,78.6271,80.6329,1163800
VNM,20200504,79.4294,79.4294,77.8248,78.3061,1235970
VNM,20200429,80.6329,80.6329,79.4294,79.4294,1769090
VNM,20200428,82.4782,82.6387,79.9910,80.6329,1401520
VNM,20200427,82.4782,85.4468,82.4782,82.4782,1950560
VNM,20200424,77.1027,82.4782,78.2259,82.4782,3624460
VNM,20200423,78.2259,79.1085,76.9422,77.1027,1443180
VNM,20200422,77.6643,78.3061,76.8620,78.2259,1085950
VNM,20200421,80.2317,80.2317,76.8620,77.6643,2129360
VNM,20200420,79.6701,81.1945,80.2317,80.2317,1471680
VNM,20200417,79.6701,80.3119,79.4294,79.6701,1767310
VNM,20200416,79.5899,79.8306,79.3492,79.6701,1155660
VNM,20200415,79.4294,79.9910,79.5899,79.5899,886130
VNM,20200414,79.5096,79.9910,79.1887,79.4294,1059560
VNM,20200413,79.9108,80.0712,78.8678,79.5096,1127670
VNM,20200410,80.3119,80.3119,78.7073,79.9108,1111470
VNM,20200409,79.4294,80.9538,79.5899,80.3119,1220550
VNM,20200408,79.0282,79.4294,77.4236,79.4294,904920
VNM,20200407,77.1829,79.4294,76.8620,79.0282,2273090
VNM,20200406,76.2201,77.5038,76.2201,77.1829,1840550
VNM,20200403,75.4178,76.6213,75.4178,76.2201,1934430
VNM,20200401,73.0109,75.4178,73.0109,75.4178,1155730
VNM,20200331,73.1713,74.9364,72.2085,73.0109,1293290
VNM,20200330,75.4980,75.4980,71.4062,73.1713,1559900
VNM,20200327,75.4178,76.4608,73.8132,75.4980,2755950
VNM,20200326,73.8132,76.2201,71.2458,75.4178,2556450
VNM,20200325,69.0795,73.8934,72.2888,73.8132,2993020
VNM,20200324,67.1539,70.8446,67.1539,69.0795,1739530
VNM,20200323,72.2085,72.2085,67.1539,67.1539,2187710
VNM,20200320,71.4062,73.2516,71.4062,72.2085,2316660
VNM,20200319,76.2201,76.2201,71.4062,71.4062,2774560
VNM,20200318,77.0224,78.4666,76.2201,76.2201,1322150
VNM,20200317,77.8248,77.8248,76.2201,77.0224,1788240
VNM,20200316,79.5096,79.5899,77.4236,77.8248,1087080
VNM,20200313,80.9538,80.9538,76.3806,79.5096,2159130
VNM,20200312,81.5154,81.5154,77.8248,80.9538,2431600
VNM,20200311,81.5956,84.2433,79.5899,81.5154,2292410
VNM,20200310,77.8248,81.6759,77.0224,81.5956,1761300
VNM,20200309,83.6014,83.6014,77.8248,77.8248,2356790
VNM,20200306,83.8421,84.0828,83.1201,83.6014,664920
VNM,20200305,84.0828,84.9654,83.8421,83.8421,438020
VNM,20200304,84.4840,85.0456,83.8421,84.0828,612800
VNM,20200303,83.8421,85.2061,83.9224,84.4840,741380
VNM,20200302,83.8421,84.6445,83.2805,83.8421,909240
VNM,20200228,86.1689,86.1689,82.6387,83.8421,1437350
VNM,20200227,84.2433,86.1689,83.2805,86.1689,863890
VNM,20200226,86.6502,86.6502,84.2433,84.2433,1346630
VNM,20200225,85.3665,87.0514,85.0456,86.6502,1200220
VNM,20200224,87.0514,87.0514,85.0456,85.3665,954600
VNM,20200221,85.3665,87.7735,86.2491,87.0514,1484500
VNM,20200220,85.3665,86.2491,85.2863,85.3665,624620
VNM,20200219,84.6445,85.6072,84.2433,85.3665,794470
VNM,20200218,86.2491,86.4898,84.4840,84.6445,1078500
VNM,20200217,85.5270,86.3293,85.6875,86.2491,623350
VNM,20200214,85.7677,86.1689,85.5270,85.5270,708080
VNM,20200213,86.0084,86.2491,85.5270,85.7677,713560
VNM,20200212,86.0084,86.6502,86.0084,86.0084,838170
VNM,20200211,87.4526,87.4526,85.8479,86.0084,885960
VNM,20200210,88.4153,88.4153,86.0886,87.4526,910510
VNM,20200207,86.2491,88.6560,86.3293,88.4153,1523380
VNM,20200206,85.5270,87.1316,84.9654,86.2491,2137020
VNM,20200205,84.2433,86.4096,82.8794,85.5270,1545750
VNM,20200204,86.8909,88.2549,83.5212,84.2433,1869040
VNM,20200203,87.0514,88.6560,81.0340,86.8909,2289150
VNM,20200131,93.5502,93.5502,87.0514,87.0514,1915820
VNM,20200130,97.3211,97.3211,93.2292,93.5502,1533720
VNM,20200122,97.0804,97.8025,97.0804,97.3211,794440
VNM,20200121,95.4757,97.8025,95.1548,97.0804,853940
VNM,20200120,95.1548,95.6362,94.9943,95.4757,493600
VNM,20200117,94.8339,95.1548,94.5130,95.1548,375030
VNM,20200116,94.5130,95.0746,94.0316,94.8339,545090
VNM,20200115,94.5130,94.5932,94.0316,94.5130,681740
VNM,20200114,94.1920,94.7536,93.9513,94.5130,335180
VNM,20200113,95.3955,95.4757,94.1920,94.1920,412880
VNM,20200110,95.1548,95.6362,94.9943,95.3955,596280
VNM,20200109,95.3153,95.8769,94.9943,95.1548,624130
VNM,20200108,95.0746,95.3153,94.2723,95.3153,837710
VNM,20200107,94.1920,95.3153,94.2723,95.0746,459520
VNM,20200106,94.9141,94.9141,93.7106,94.1920,495910
VNM,20200103,94.5932,95.4757,94.8339,94.9141,625390
VNM,20200102,93.4699,94.8339,93.4699,94.5932,352700
VNM,20191231,93.4699,95.4757,93.3897,93.4699,387640
VNM,20191230,94.8339,94.8339,93.4699,93.4699,672140
VNM,20191227,93.8711,95.0746,93.0688,94.8339,383460
VNM,20191226,93.8711,94.6734,93.8711,93.8711,345150
VNM,20191225,94.3486,95.0646,93.6327,93.8713,541190
VNM,20191224,93.8713,94.5077,93.8713,94.3486,577000
VNM,20191223,95.4624,95.4624,93.8713,93.8713,786100
VNM,20191220,95.2237,95.7010,95.0646,95.4624,1822570
VNM,20191219,94.3486,95.4624,94.3486,95.2237,1582510
VNM,20191218,93.1553,94.6668,93.3145,94.3486,1400340
VNM,20191217,94.4282,94.5077,93.1553,93.1553,829630
VNM,20191216,93.8713,94.5077,93.6327,94.4282,751280
VNM,20191213,94.8259,95.3828,93.8713,93.8713,564680
VNM,20191212,94.3486,95.0646,94.5873,94.8259,701380
VNM,20191211,94.0304,94.3486,93.3145,94.3486,793940
VNM,20191210,93.9509,94.4282,93.4736,94.0304,850090
VNM,20191209,92.5189,94.0304,92.5189,93.9509,766050
VNM,20191206,93.7122,93.7918,92.5189,92.5189,937120
VNM,20191205,94.5077,95.2237,93.7122,93.7122,694150
VNM,20191204,92.5985,94.5077,92.5985,94.5077,693700
VNM,20191203,94.1100,94.1100,92.3598,92.5985,1422610
VNM,20191202,96.6556,96.6556,94.1100,94.1100,1489150
VNM,20191129,97.1329,97.3716,96.4170,96.6556,549840
VNM,20191128,97.1329,97.2921,95.7806,97.1329,1107720
VNM,20191127,97.8489,98.4058,97.1329,97.1329,366920
VNM,20191126,97.7694,98.6444,97.6103,97.8489,971390
VNM,20191125,96.6556,98.0876,95.9397,97.7694,680740
VNM,20191122,97.0534,98.0080,96.4965,96.6556,719680
VNM,20191121,98.6444,98.6444,96.8147,97.0534,1395000
VNM,20191120,98.9626,99.2809,98.0876,98.6444,1150700
VNM,20191119,96.0988,98.9626,95.7806,98.9626,1078610
VNM,20191118,97.8489,98.1671,95.7806,96.0988,1671470
VNM,20191115,100.1559,100.2355,95.4624,97.8489,2384360
VNM,20191114,99.8377,100.5537,99.9173,100.1559,695470
VNM,20191113,101.4288,101.4288,99.7582,99.8377,1956940
VNM,20191112,102.8607,102.8607,101.2696,101.4288,1934480
VNM,20191111,102.7811,103.5767,102.6220,102.8607,645500
VNM,20191108,102.7016,103.6562,102.5425,102.7811,1193130
VNM,20191107,103.4971,103.4971,102.3834,102.7016,866170
VNM,20191106,102.7811,103.8153,102.2243,103.4971,1184100
VNM,20191105,104.4517,104.4517,102.7811,102.7811,1876790
VNM,20191104,105.3268,105.8041,103.8949,104.4517,1407970
VNM,20191101,103.4176,105.8041,103.5767,105.3268,969370
VNM,20191031,105.0086,105.0086,102.4629,103.4176,2550480
VNM,20191030,106.6792,107.2360,104.2131,105.0086,1301690
VNM,20191029,106.4405,107.3156,106.2814,106.6792,520280
VNM,20191028,106.9974,107.7134,106.2814,106.4405,558360
VNM,20191025,105.4859,106.9974,105.4064,106.9974,816560
VNM,20191024,105.2472,106.1223,105.1677,105.4859,520890
VNM,20191023,105.4064,105.5655,104.3722,105.2472,847820
VNM,20191022,106.2814,106.9178,105.2472,105.4064,1398920
VNM,20191021,105.4064,107.7929,104.9290,106.2814,2006630
VNM,20191018,104.2131,105.8041,104.6108,105.4064,1116920
VNM,20191017,103.7358,105.3268,103.5767,104.2131,1409580
VNM,20191016,102.0652,104.1335,102.0652,103.7358,1321580
VNM,20191015,102.3038,103.0198,101.5879,102.0652,1165130
VNM,20191014,101.8265,102.6220,101.7470,102.3038,586040
VNM,20191011,101.0310,101.8265,100.9514,101.8265,631310
VNM,20191010,101.0310,102.2243,100.7923,101.0310,442150
VNM,20191009,102.6220,102.6220,100.8719,101.0310,663150
VNM,20191008,102.7016,102.8607,102.3038,102.6220,537440
VNM,20191007,102.3038,103.4176,101.9856,102.7016,833680
VNM,20191004,102.6220,104.1335,102.2243,102.3038,641540
VNM,20191003,101.0310,102.6220,99.8377,102.6220,825310
VNM,20191002,101.8265,101.8265,100.3946,101.0310,2070220
VNM,20191001,103.1789,103.1789,101.5879,101.8265,1207380
VNM,20190930,103.4971,103.9744,102.9402,103.1789,885490
VNM,20190927,103.4176,104.2926,102.9402,103.4971,1183530
VNM,20190926,100.5537,103.4971,100.6332,103.4176,1613560
VNM,20190925,100.9514,100.9514,99.8377,100.5537,617630
VNM,20190924,99.0422,101.5083,98.8831,100.9514,1340450
VNM,20190923,97.1329,99.5195,97.6103,99.0422,1560140
VNM,20190920,98.3262,98.4058,97.1329,97.1329,1623350
VNM,20190919,98.4058,98.5649,97.4512,98.3262,725700
VNM,20190918,97.4512,98.5649,96.8147,98.4058,972940
VNM,20190917,96.6556,97.8489,96.0192,97.4512,482570
VNM,20190916,95.5419,96.6556,95.5419,96.6556,604710
VNM,20190913,95.4632,95.8544,95.0719,95.5414,503530
VNM,20190912,95.5414,96.4804,94.9937,95.4632,600870
VNM,20190911,96.7934,97.0281,95.5414,95.5414,401410
VNM,20190910,97.4194,97.4194,96.4804,96.7934,647890
VNM,20190909,96.0891,97.4194,95.8544,97.4194,498850
VNM,20190906,95.4632,96.3239,95.4632,96.0891,315980
VNM,20190905,96.8716,97.1846,95.4632,95.4632,587180
VNM,20190904,97.0281,97.0281,95.9326,96.8716,405800
VNM,20190903,96.2456,97.2629,96.2456,97.0281,744840
VNM,20190830,96.2456,97.1846,96.0109,96.2456,797090
VNM,20190829,93.4287,96.2456,93.7417,96.2456,561530
VNM,20190828,93.1157,93.9764,93.2722,93.4287,521700
VNM,20190827,94.2894,95.3067,93.1157,93.1157,943130
VNM,20190826,96.2456,96.2456,94.0547,94.2894,839870
VNM,20190823,97.0281,97.1846,96.2456,96.2456,621830
VNM,20190822,96.9499,97.2629,96.8716,97.0281,525610
VNM,20190821,97.3411,97.3411,96.6369,96.9499,580860
VNM,20190820,97.7324,97.7324,97.1064,97.3411,787020
VNM,20190819,97.1064,97.9671,97.3411,97.7324,758210
VNM,20190816,95.4632,98.3583,94.2894,97.1064,1074270
VNM,20190815,92.8810,95.4632,91.7855,95.4632,673120
VNM,20190814,92.3332,93.8199,92.8810,92.8810,677360
VNM,20190813,94.3677,94.3677,92.3332,92.3332,1178780
VNM,20190812,94.6807,94.6807,94.2112,94.3677,442330
VNM,20190809,94.6024,95.2284,94.5242,94.6807,726150
VNM,20190808,94.6807,95.1502,94.0547,94.6024,570640
VNM,20190807,94.0547,95.3067,94.0547,94.6807,731780
VNM,20190806,95.4632,95.4632,93.2722,94.0547,938500
VNM,20190805,97.0281,97.3411,95.4632,95.4632,882750
VNM,20190802,97.1846,97.1846,96.4804,97.0281,471510
VNM,20190801,96.4021,97.4194,96.4021,97.1846,502790
VNM,20190731,96.6369,97.0281,96.1674,96.4021,816150
VNM,20190730,96.6369,98.2801,96.6369,96.6369,921500
VNM,20190729,97.4194,97.4194,96.2456,96.6369,1095840
VNM,20190726,97.8889,98.5148,97.4194,97.4194,526110
VNM,20190725,98.2801,98.2801,97.8106,97.8889,686030
VNM,20190724,98.1236,99.2973,97.9671,98.2801,593800
VNM,20190723,98.2018,98.2801,97.6541,98.1236,764550
VNM,20190722,99.2973,99.2973,98.2018,98.2018,721980
VNM,20190719,97.4976,99.4538,97.4976,99.2973,1381230
VNM,20190718,98.1236,98.1236,97.4194,97.4976,707720
VNM,20190717,97.0281,98.5148,96.9499,98.1236,965170
VNM,20190716,96.4021,97.1846,96.6369,97.0281,512540
VNM,20190715,97.0281,97.0281,96.4021,96.4021,703320
VNM,20190712,97.9671,98.0454,97.0281,97.0281,370730
VNM,20190711,97.8106,98.2018,97.8106,97.9671,277200
VNM,20190710,97.8106,98.2018,97.6541,97.8106,420940
VNM,20190709,97.1846,97.8106,96.7151,97.8106,951440
VNM,20190708,98.7496,98.7496,97.0281,97.1846,969080
VNM,20190705,98.7496,99.0626,98.3583,98.7496,520290
VNM,20190704,98.5931,99.0626,98.6713,98.7496,613870
VNM,20190703,97.8889,98.8278,97.6541,98.5931,657870
VNM,20190702,97.8106,98.6713,97.4976,97.8889,716810
VNM,20190701,96.2456,97.8889,96.2456,97.8106,991440
VNM,20190628,96.3239,96.4021,95.0719,96.2456,919970
VNM,20190627,96.6369,96.8716,96.1674,96.3239,802160
VNM,20190626,96.5586,96.9499,96.2456,96.6369,497730
VNM,20190625,96.3239,97.1846,96.3239,96.5586,704890
VNM,20190624,98.2018,98.5148,96.3239,96.3239,615090
VNM,20190621,96.4804,98.2018,96.4804,98.2018,2613920
VNM,20190620,96.5586,96.6369,96.3239,96.4804,1010200
VNM,20190619,96.2456,96.7934,96.2456,96.5586,929690
VNM,20190618,96.7934,96.7934,96.2456,96.2456,1039070
VNM,20190617,96.7934,96.8716,96.0891,96.7934,632730
VNM,20190614,96.4021,97.1846,96.1674,96.7934,665880
VNM,20190613,97.9671,97.9671,96.0891,96.4021,1125310
VNM,20190612,98.2018,98.4366,97.8889,97.9671,699880
VNM,20190611,99.2973,99.3756,98.1236,98.2018,565400
VNM,20190610,99.0626,100.0016,98.5148,99.2973,561260
VNM,20190607,98.9843,99.6886,98.8278,99.0626,362030
VNM,20190606,99.7668,100.0016,98.5148,98.9843,548650
VNM,20190605,99.4538,101.0970,99.3756,99.7668,358780
VNM,20190604,98.9900,99.7634,98.9900,99.4540,472650
VNM,20190603,100.1500,100.6140,98.2940,98.9900,717990
VNM,20190531,101.6968,101.9288,100.1500,100.1500,711390
VNM,20190530,102.7795,102.8568,101.6968,101.6968,542710
VNM,20190529,102.0834,103.3981,101.9288,102.7795,271730
VNM,20190528,103.6301,104.0168,101.8514,102.0834,608790
VNM,20190527,100.9234,103.6301,100.4594,103.6301,320060
VNM,20190524,102.1608,103.2435,100.8461,100.9234,765150
VNM,20190523,102.1608,102.8568,101.4647,102.1608,429290
VNM,20190522,103.2435,104.4035,102.0061,102.1608,619370
VNM,20190521,106.3369,106.3369,103.2435,103.2435,762310
VNM,20190520,104.8675,106.4142,104.1715,106.3369,450900
VNM,20190517,105.4862,105.5635,104.7902,104.8675,435380
VNM,20190516,104.8675,105.4862,104.4035,105.4862,702130
VNM,20190515,104.7902,105.4862,103.9395,104.8675,355850
VNM,20190514,103.5528,105.4862,102.2381,104.7902,1097910
VNM,20190513,100.6140,103.5528,100.3820,103.5528,974030
VNM,20190510,99.1447,100.6140,99.3767,100.6140,366690
VNM,20190509,98.9900,99.8407,98.9900,99.1447,287680
VNM,20190508,100.1500,100.1500,98.9900,98.9900,628830
VNM,20190507,99.8407,100.5367,99.9180,100.1500,723470
VNM,20190506,101.3101,101.3101,98.9900,99.8407,368910
